Individual Test Solutions,Remote Testing,Adaptive/IRT,Test Type,Description,Duration,Job-Level,Languages,URL,Description_Tokenized,Duration_Tokenized,Job_Level_Tokenized,Languages_Tokenized
MS Excel (New),yes,No,K,"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.",6 minutes,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), Spanish, French, Portuguese (Brazil),",https://www.shl.com/solutions/products/product-catalog/view/ms-excel-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'ability', 'to', 'use', 'MS', 'Excel', 'to', 'maintain,', 'organize,', 'analyze', 'and', 'present', 'numeric', 'data.']","['6', 'minutes']","['Entry-Level', ',', 'Graduate', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',']","['English', '(', 'USA', ')', ',', 'Spanish', ',', 'French', ',', 'Portuguese', '(', 'Brazil', ')', ',']"
MS Office Basic Computer Literacy (New),yes,No,K,"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.",7 minutes,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Spanish, Portuguese (Brazil), French,",https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'ability', 'to', 'use', 'MS', 'Word,', 'MS', 'Excel', 'and', 'MS', 'PowerPoint', 'to', 'perform', 'basic', 'tasks', 'on', 'a', 'computer.']","['7', 'minutes']","['Graduate', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',', 'Spanish', ',', 'Portuguese', '(', 'Brazil', ')', ',', 'French', ',']"
MS Office Basic Computer Literacy (Sim) (New),yes,No,S,"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.",5 minutes,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,"['Simulation', 'based', 'test', 'that', 'measures', 'the', 'ability', 'to', 'use', 'basic', 'computer', 'operations,', 'browser', 'navigation,', 'MS', 'office', 'and', 'email.']","['5', 'minutes']","['Entry-Level', ',', 'Graduate', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',']","['English', '(', 'USA', ')', ',']"
MS PowerPoint (New),yes,No,K,"Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.",4 minutes,"Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), French, Spanish, Portuguese (Brazil),",https://www.shl.com/solutions/products/product-catalog/view/ms-powerpoint-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'MS', 'PowerPoint', 'toolbars,', 'slide', 'layouts,', 'animation,', 'slideshow,', 'slide', 'designs', 'and', 'formats.']","['4', 'minutes']","['Entry-Level', ',', 'Front', 'Line', 'Manager', ',', 'Graduate', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',']","['English', '(', 'USA', ')', ',', 'French', ',', 'Spanish', ',', 'Portuguese', '(', 'Brazil', ')', ',']"
MS Word (New),yes,No,K,Multi-choice test that measures the ability to use MS Word to record and save textual information.,4 minutes,"Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager,","Spanish, French, Portuguese (Brazil), English (USA),",https://www.shl.com/solutions/products/product-catalog/view/ms-word-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'ability', 'to', 'use', 'MS', 'Word', 'to', 'record', 'and', 'save', 'textual', 'information.']","['4', 'minutes']","['Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',', 'Mid-Professional', ',', 'Entry-Level', ',', 'Graduate', ',', 'Manager', ',']","['Spanish', ',', 'French', ',', 'Portuguese', '(', 'Brazil', ')', ',', 'English', '(', 'USA', ')', ',']"
MuleSoft Development (New),yes,No,K,"Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.",17 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/mulesoft-development-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'MuleSoft', 'basic', 'concepts,', 'APIs', 'and', 'web', 'services,', 'Mule', 'flow', 'and', 'scope,', 'connectors', 'and', 'deployment.']","['17', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Multitasking Ability,yes,No,"A
K
S","The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks.  This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen.",20 minutes,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/multitasking-ability/,"['The', 'Multitasking', 'Ability', 'assessment', 'is', 'a', 'measure', 'of', 'one’s', 'ability', 'to', 'adeptly', 'work', 'on', 'more', 'than', 'one', 'task', 'simultaneously,', 'while', 'maintaining', 'efficiency', 'and', 'effectiveness', 'when', 'interrupted', 'or', 'switching', 'between', 'tasks.', 'This', 'test', 'is', 'a', 'face-valid,', 'split-screen', 'simulation', 'that', 'is', 'designed', 'to', 'assess', 'multitasking', 'ability.', 'It', 'captures', 'the', 'dynamic', 'nature', 'of', 'the', 'working', 'environment', 'by', 'presenting', 'the', 'candidate', 'with', 'multiple', 'types', 'of', 'items', 'in', 'a', 'timed', 'format.', 'Candidates', 'will', 'be', 'required', 'to', 'complete', 'problem-solving', 'items', 'that', 'are', 'presented', 'on', 'one', 'side', 'of', 'the', 'screen,', 'while', 'at', 'the', 'same', 'time', 'attending', 'to', 'emails', 'that', 'are', 'presented', 'within', 'an', 'email', 'inbox', 'on', 'the', 'other', 'side', 'of', 'the', 'screen.']","['20', 'minutes']","['Director', ',', 'Entry-Level', ',', 'Executive', ',', 'Front', 'Line', 'Manager', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Networking and Implementation (New),yes,No,K,"Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.",7 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/networking-and-implementation-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'networking', 'devices,', 'protocols,', 'reference', 'models,', 'routing', 'and', 'implementation', 'of', 'networks.']","['7', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Node.js (New),yes,No,K,"Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework.",9 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/node-js-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'basic', 'knowledge', 'of', 'Node.js', 'such', 'as', 'events,', 'streams,', 'file', 'system,', 'error', 'handling,', 'concurrency,', 'DB', 'handling', 'and', 'express', 'framework.']","['9', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Nursing (New),yes,No,K,Multi-choice test that measures the knowledge of carrying out various nursing tasks.,11 minutes,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/nursing-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'carrying', 'out', 'various', 'nursing', 'tasks.']","['11', 'minutes']","['Graduate', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',']","['English', '(', 'USA', ')', ',']"
Occupational Personality Questionnaire OPQ32r,yes,No,P,"The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world. It sets a high standard of measurement excellence, providing HR professionals and business managers with relevant and accurate information to make fast and well-informed people decisions. The OPQ32 provides a clear framework for understanding the impact of personality on job performance. It is internationally recognised for its accuracy of assessment. Over 90 independent validation studies have been conducted on the OPQ over a period of 25 years, across 20 countries and 40 industries, providing concrete evidence of its power to predict performance in the workplace.",25 minutes,"Professional Individual Contributor, Supervisor, Mid-Professional, Front Line Manager, General Population, Graduate, Manager, Director, Executive,","English International, French (Canada), Portuguese, Chinese Simplified, Chinese Traditional, French (Belgium), French, Polish, Slovak, Czech, Danish, Flemish, Dutch, Estonian, Finnish, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Norwegian, English (USA), Arabic, Portuguese (Brazil), Spanish, Latin American Spanish, Romanian, Russian, Serbian, Swedish, Thai, Turkish, Malay, Vietnamese,",https://www.shl.com/solutions/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,"['The', 'SHL', 'Occupational', 'Personality', 'Questionnaire,', 'the', 'OPQ32,', 'is', 'one', 'of', 'the', 'most', 'widely', 'used', 'and', 'respected', 'measures', 'of', 'workplace', 'behavioural', 'style', 'in', 'the', 'world.', 'It', 'sets', 'a', 'high', 'standard', 'of', 'measurement', 'excellence,', 'providing', 'HR', 'professionals', 'and', 'business', 'managers', 'with', 'relevant', 'and', 'accurate', 'information', 'to', 'make', 'fast', 'and', 'well-informed', 'people', 'decisions.', 'The', 'OPQ32', 'provides', 'a', 'clear', 'framework', 'for', 'understanding', 'the', 'impact', 'of', 'personality', 'on', 'job', 'performance.', 'It', 'is', 'internationally', 'recognised', 'for', 'its', 'accuracy', 'of', 'assessment.', 'Over', '90', 'independent', 'validation', 'studies', 'have', 'been', 'conducted', 'on', 'the', 'OPQ', 'over', 'a', 'period', 'of', '25', 'years,', 'across', '20', 'countries', 'and', '40', 'industries,', 'providing', 'concrete', 'evidence', 'of', 'its', 'power', 'to', 'predict', 'performance', 'in', 'the', 'workplace.']","['25', 'minutes']","['Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',', 'Mid-Professional', ',', 'Front', 'Line', 'Manager', ',', 'General', 'Population', ',', 'Graduate', ',', 'Manager', ',', 'Director', ',', 'Executive', ',']","['English', 'International', ',', 'French', '(', 'Canada', ')', ',', 'Portuguese', ',', 'Chinese', 'Simplified', ',', 'Chinese', 'Traditional', ',', 'French', '(', 'Belgium', ')', ',', 'French', ',', 'Polish', ',', 'Slovak', ',', 'Czech', ',', 'Danish', ',', 'Flemish', ',', 'Dutch', ',', 'Estonian', ',', 'Finnish', ',', 'German', ',', 'Greek', ',', 'Hungarian', ',', 'Icelandic', ',', 'Indonesian', ',', 'Italian', ',', 'Japanese', ',', 'Korean', ',', 'Latvian', ',', 'Lithuanian', ',', 'Norwegian', ',', 'English', '(', 'USA', ')', ',', 'Arabic', ',', 'Portuguese', '(', 'Brazil', ')', ',', 'Spanish', ',', 'Latin', 'American', 'Spanish', ',', 'Romanian', ',', 'Russian', ',', 'Serbian', ',', 'Swedish', ',', 'Thai', ',', 'Turkish', ',', 'Malay', ',', 'Vietnamese', ',']"
Operations Management (New),yes,No,K,"Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management.",7 minutes,"Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/operations-management-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'planning,', 'product', 'design', 'and', 'development,', 'quality', 'management', 'and', 'supply', 'chain', 'management.']","['7', 'minutes']","['Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',']","['English', '(', 'USA', ')', ',']"
OPQ Candidate Plus Report,yes,No,P,A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.,nan minutes,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Finnish, English International,",https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-plus-report/,"['A', 'brief', 'narrative', 'OPQ', '(Occupational', 'Personality', 'Questionnaire)', 'report', 'designed', 'to', 'be', 'given', 'to', 'the', 'individual', 'who', 'completed', 'the', 'OPQ.']","['nan', 'minutes']","['Director', ',', 'Executive', ',', 'Front', 'Line', 'Manager', ',', 'General', 'Population', ',', 'Graduate', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',']","['Finnish', ',', 'English', 'International', ',']"
OPQ Candidate Report 2.0,yes,No,P,A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session,nan minutes,Test Type:PRemote Testing:,Not found,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-report-2-0/,"['A', 'brief', 'narrative', 'OPQ', '(Occupational', 'Personality', 'Questionnaire)', 'report', 'structure', 'around', '3', 'OPQ', 'profile', 'sections', 'which', 'can', 'be', 'given', 'to', 'candidates', 'to', 'keep', 'after', 'a', 'feedback', 'session']","['nan', 'minutes']","['Test', 'Type', ':', 'PRemote', 'Testing', ':']","['Not', 'found']"
OPQ Emotional Intelligence Report,yes,No,P,This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in a development setting.,nan minutes,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Portuguese (Brazil), Danish, Dutch, Finnish, French (Canada), French, Latin American Spanish, Portuguese, Swedish, English International, English (USA),",https://www.shl.com/solutions/products/product-catalog/view/opq-emotional-intelligence-report/,"['This', 'OPQ', '(Occupational', 'Personality', 'Questionnaire)', 'report', 'explores', 'how', 'a', 'person', 'manages', 'feelings', 'and', 'relationships', 'with', 'other', 'people.', 'It', 'is', 'intended', 'for', 'use', 'in', 'a', 'development', 'setting.']","['nan', 'minutes']","['Director', ',', 'Executive', ',', 'Front', 'Line', 'Manager', ',', 'General', 'Population', ',', 'Graduate', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',']","['Portuguese', '(', 'Brazil', ')', ',', 'Danish', ',', 'Dutch', ',', 'Finnish', ',', 'French', '(', 'Canada', ')', ',', 'French', ',', 'Latin', 'American', 'Spanish', ',', 'Portuguese', ',', 'Swedish', ',', 'English', 'International', ',', 'English', '(', 'USA', ')', ',']"
OPQ Leadership Report,yes,No,P,"This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership.",nan minutes,"Director, Executive, Manager, Mid-Professional, Professional Individual Contributor,","Dutch, English International, English (USA), Romanian, Portuguese, French, German, Swedish, Chinese Simplified, Portuguese (Brazil), Japanese, Polish, Russian, Latin American Spanish,",https://www.shl.com/solutions/products/product-catalog/view/opq-leadership-report/,"['This', 'OPQ', '(Occupational', 'Personality', 'Questionnaire)', 'report', 'provides', 'a', 'detailed', 'analysis', 'of', 'an', ""individual's"", 'leadership', 'potential.', 'It', 'is', 'based', 'on', ""SHL's"", 'leading', 'edge', 'Leadership', 'Model,', 'providing', 'a', 'competency', 'based', 'approach', 'to', 'leadership.']","['nan', 'minutes']","['Director', ',', 'Executive', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['Dutch', ',', 'English', 'International', ',', 'English', '(', 'USA', ')', ',', 'Romanian', ',', 'Portuguese', ',', 'French', ',', 'German', ',', 'Swedish', ',', 'Chinese', 'Simplified', ',', 'Portuguese', '(', 'Brazil', ')', ',', 'Japanese', ',', 'Polish', ',', 'Russian', ',', 'Latin', 'American', 'Spanish', ',']"
OPQ Manager Plus Report,yes,No,P,"This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease of interpretation.  It provide simple comments on each of the personality traits.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",nan minutes,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Romanian, Czech, Serbian, Portuguese (Brazil), Spanish, Chinese Traditional, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Portuguese, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA),",https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report/,"['This', 'concise', 'OPQ', '(Occupational', 'Personality', 'Questionnaire)', 'report', 'is', 'designed', 'for', 'use', 'with', 'and', 'by', 'managers.', 'It', 'uses', 'clear', 'succinct', 'bullets', 'and', 'tables', 'for', 'ease', 'of', 'interpretation.', 'It', 'provide', 'simple', 'comments', 'on', 'each', 'of', 'the', 'personality', 'traits.Please', 'note', 'this', 'report', 'is', 'currently', 'being', 'updated', 'on', 'Talent', 'Central', 'as', 'part', 'of', 'a', 'reporting', 'refresh', 'project,', 'and', 'there', 'may', 'be', 'visual', 'differences', 'when', 'comparing', 'Talent', 'Central', 'reports', 'to', 'ones', 'generated', 'on', 'other', 'assessment', 'platforms.', 'Differences', 'are', 'regarding', 'the', 'layout', 'and', 'display', 'of', 'the', 'reports', 'only', 'and', 'do', 'not', 'affect', 'the', 'underlying', 'scoring.', 'When', 'viewing', 'sample', 'reports,', 'please', 'ensure', 'you', 'select', 'the', 'appropriate', 'language', 'and', 'platform', 'example.Where', 'a', 'sample', 'report', 'has', 'no', 'platform', 'indicated,', 'it', 'is', 'available', 'on', 'both', 'the', 'Talent', 'Central', 'and', 'SODA', 'platforms.']","['nan', 'minutes']","['Director', ',', 'Entry-Level', ',', 'Executive', ',', 'Front', 'Line', 'Manager', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['Romanian', ',', 'Czech', ',', 'Serbian', ',', 'Portuguese', '(', 'Brazil', ')', ',', 'Spanish', ',', 'Chinese', 'Traditional', ',', 'Danish', ',', 'Dutch', ',', 'Finnish', ',', 'French', '(', 'Canada', ')', ',', 'French', ',', 'German', ',', 'Greek', ',', 'Hungarian', ',', 'Icelandic', ',', 'Indonesian', ',', 'Italian', ',', 'Japanese', ',', 'Korean', ',', 'Latin', 'American', 'Spanish', ',', 'Norwegian', ',', 'Polish', ',', 'Portuguese', ',', 'Russian', ',', 'Chinese', 'Simplified', ',', 'Swedish', ',', 'Thai', ',', 'Turkish', ',', 'English', 'International', ',', 'English', '(', 'USA', ')', ',']"
OPQ Manager Plus Report 2.0,yes,No,P,This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits.,nan minutes,"Supervisor, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Entry-Level,",Standard Language,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report-2-0/,"['This', 'concise', 'OPQ', '(Occupational', 'Personality', 'Questionnaire)', 'report', 'is', 'designed', 'for', 'use', 'with', 'and', 'by', 'managers.', 'It', 'uses', 'clear', 'succinct', 'bullets', 'and', 'tables', 'for', 'ease', 'of', 'interpretation.', 'It', 'provides', 'simple', 'comments', 'on', 'each', 'of', 'the', 'personality', 'traits.']","['nan', 'minutes']","['Supervisor', ',', 'Executive', ',', 'Front', 'Line', 'Manager', ',', 'General', 'Population', ',', 'Graduate', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Director', ',', 'Entry-Level', ',']","['Standard', 'Language']"
OPQ Maximising your Learning Report,yes,No,P,This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach to learning across four dimensions.,nan minutes,"Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director,","Danish, Dutch, Portuguese, Swedish, English International,",https://www.shl.com/solutions/products/product-catalog/view/opq-maximising-your-learning-report/,"['This', 'OPQ', '(Occupational', 'Personality', 'Questionnaire)', 'report', 'is', 'designed', 'to', 'help', 'people', 'get', 'the', 'most', 'from', 'their', 'development.', 'It', 'summarises', 'the', 'preferred', 'approach', 'to', 'learning', 'across', 'four', 'dimensions.']","['nan', 'minutes']","['Executive', ',', 'Front', 'Line', 'Manager', ',', 'General', 'Population', ',', 'Graduate', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',', 'Director', ',']","['Danish', ',', 'Dutch', ',', 'Portuguese', ',', 'Swedish', ',', 'English', 'International', ',']"
OPQ MQ Sales Report,yes,No,P,"This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales success. It can also, optionally, use input from the SHL Motivation Questionnaire (MQ) to add information about the sales motivators and drives of an individual. 
Note: updated versions of Turkish, Hungarian and Indonesian Sales Report were launched on 01 July 2013.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",nan minutes,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Portuguese (Brazil), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA), Chinese Traditional, Portuguese, Romanian,",https://www.shl.com/solutions/products/product-catalog/view/opq-mq-sales-report/,"['This', 'OPQ', '(Occupational', 'Personality', 'Questionnaire)', 'report', 'provides', 'a', 'graphical', 'and', 'narrative', 'summary', 'of', 'an', ""individual's"", 'natural', 'style', 'that', 'is', 'critical', 'to', 'sales', 'success.', 'It', 'can', 'also,', 'optionally,', 'use', 'input', 'from', 'the', 'SHL', 'Motivation', 'Questionnaire', '(MQ)', 'to', 'add', 'information', 'about', 'the', 'sales', 'motivators', 'and', 'drives', 'of', 'an', 'individual.', 'Note:', 'updated', 'versions', 'of', 'Turkish,', 'Hungarian', 'and', 'Indonesian', 'Sales', 'Report', 'were', 'launched', 'on', '01', 'July', '2013.Please', 'note', 'this', 'report', 'is', 'currently', 'being', 'updated', 'on', 'Talent', 'Central', 'as', 'part', 'of', 'a', 'reporting', 'refresh', 'project,', 'and', 'there', 'may', 'be', 'visual', 'differences', 'when', 'comparing', 'Talent', 'Central', 'reports', 'to', 'ones', 'generated', 'on', 'other', 'assessment', 'platforms.', 'Differences', 'are', 'regarding', 'the', 'layout', 'and', 'display', 'of', 'the', 'reports', 'only', 'and', 'do', 'not', 'affect', 'the', 'underlying', 'scoring.', 'When', 'viewing', 'sample', 'reports,', 'please', 'ensure', 'you', 'select', 'the', 'appropriate', 'language', 'and', 'platform', 'example.Where', 'a', 'sample', 'report', 'has', 'no', 'platform', 'indicated,', 'it', 'is', 'available', 'on', 'both', 'the', 'Talent', 'Central', 'and', 'SODA', 'platforms.']","['nan', 'minutes']","['Director', ',', 'Executive', ',', 'Front', 'Line', 'Manager', ',', 'General', 'Population', ',', 'Graduate', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',']","['Portuguese', '(', 'Brazil', ')', ',', 'Spanish', ',', 'Danish', ',', 'Dutch', ',', 'Finnish', ',', 'French', '(', 'Canada', ')', ',', 'French', ',', 'German', ',', 'Greek', ',', 'Hungarian', ',', 'Icelandic', ',', 'Indonesian', ',', 'Italian', ',', 'Japanese', ',', 'Korean', ',', 'Latin', 'American', 'Spanish', ',', 'Norwegian', ',', 'Polish', ',', 'Russian', ',', 'Chinese', 'Simplified', ',', 'Swedish', ',', 'Thai', ',', 'Turkish', ',', 'English', 'International', ',', 'English', '(', 'USA', ')', ',', 'Chinese', 'Traditional', ',', 'Portuguese', ',', 'Romanian', ',']"
OPQ Premium Plus Report,yes,No,P,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.",nan minutes,"Supervisor, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Executive,","English International,",https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report/,"['This', 'OPQ', '(Occupational', 'Personality', 'Questionnaire)', 'report', 'contains', 'a', 'selection', 'of', 'reports', 'including', 'OPQ', 'profile,', 'user', 'report,', 'manager', 'plus', 'report,', 'candidate', 'plus', 'report,', 'universal', 'competency', 'report,', 'team', 'impact', 'selection', 'report.']","['nan', 'minutes']","['Supervisor', ',', 'Front', 'Line', 'Manager', ',', 'General', 'Population', ',', 'Graduate', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Director', ',', 'Executive', ',']","['English', 'International', ',']"
OPQ Premium Plus Report 2.0,yes,No,P,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.",nan minutes,"Manager, Graduate, Mid-Professional, Professional Individual Contributor, Director, General Population, Entry-Level, Executive, Front Line Manager, Supervisor,",Standard Language,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report-2-0/,"['This', 'OPQ', '(Occupational', 'Personality', 'Questionnaire)', 'report', 'contains', 'a', 'selection', 'of', 'reports', 'including', 'OPQ', 'profile,', 'user', 'report,', 'manager', 'plus', 'report,', 'candidate', 'plus', 'report,', 'universal', 'competency', 'report,', 'team', 'impact', 'selection', 'report.']","['nan', 'minutes']","['Manager', ',', 'Graduate', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Director', ',', 'General', 'Population', ',', 'Entry-Level', ',', 'Executive', ',', 'Front', 'Line', 'Manager', ',', 'Supervisor', ',']","['Standard', 'Language']"
